ID;Player Name;Team Name;Transfermarkt Link
111;Rymaniak B.;Piast Gliwice;https://www.transfermarkt.com/bartosz-rymaniak/profil/spieler/81257
112;Gnjatić O.;Korona Kielce;https://www.transfermarkt.com/ognjen-gnjatic/profil/spieler/190811
113;Petrak O.;Korona Kielce;https://www.transfermarkt.com/oliver-petrak/profil/spieler/46624
114;Pućko M.;Korona Kielce;https://www.transfermarkt.com/matej-pucko/profil/spieler/174542
115;Soriano E.;Korona Kielce;https://www.transfermarkt.com/elia-soriano/profil/spieler/50674
116;Arweładze W.;Korona Kielce;https://www.transfermarkt.com/vato-arveladze/profil/spieler/345195
117;Kosakiewicz Ł.;Korona Kielce;https://www.transfermarkt.com/lukasz-kosakiewicz/profil/spieler/310537
118;Jukić I.;Korona Kielce;https://www.transfermarkt.com/ivan-jukic/profil/spieler/313241
119;Sewerzyński O.;Korona Kielce;https://www.transfermarkt.com/oskar-sewerzynski/profil/spieler/605816
120;Pietrzak R.;Wisła Kraków;https://www.transfermarkt.com/rafal-pietrzak/profil/spieler/74722
121;Błaszczykowski J.;Wisła Kraków;https://www.transfermarkt.com/jakub-blaszczykowski/profil/spieler/29835
122;Drzazga K.;Wisła Kraków;https://www.transfermarkt.com/krzysztof-drzazga/profil/spieler/267149
123;Peszko S.;Wisła Kraków;https://www.transfermarkt.com/slawomir-peszko/profil/spieler/16956
124;Kolar M.;Wisła Kraków;https://www.transfermarkt.com/marko-kolar/profil/spieler/205924
125;Plewka P.;Wisła Kraków;https://www.transfermarkt.com/patryk-plewka/profil/spieler/495237
126;Słomka W.;Wisła Kraków;https://www.transfermarkt.com/wojciech-slomka/profil/spieler/452671
127;Palcić M.;Wisła Kraków;https://www.transfermarkt.com/patryk-plewka/profil/spieler/495237
128;Strączek  R.;PGE FKS Stal Mielec;https://www.transfermarkt.com/rafal-straczek/profil/spieler/447343
129;Flis M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/marcin-flis/profil/spieler/187973
130;Czorbadżijski B.;PGE FKS Stal Mielec;No link found
131;De Amo J.;PGE FKS Stal Mielec;https://www.transfermarkt.com/denis-gojko/profil/spieler/291273
132;Getinger K.;PGE FKS Stal Mielec;https://www.transfermarkt.com/krystian-getinger/profil/spieler/69516
133;Tomasiewicz G.;PGE FKS Stal Mielec;https://www.transfermarkt.com/grzegorz-tomasiewicz/profil/spieler/240458
134;Matras M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/mateusz-matras/profil/spieler/153992
135;Urbańczyk M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/maciej-urbanczyk/profil/spieler/255423
136;Granlund A.;PGE FKS Stal Mielec;https://www.transfermarkt.com/albin-granlund/profil/spieler/146907
137;Forsell P.;Korona Kielce;https://www.transfermarkt.com/petteri-forsell/profil/spieler/73908
138;Domański M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/maciej-domanski/profil/spieler/281376
139;Dadok R.;PGE FKS Stal Mielec;https://www.transfermarkt.com/robert-dadok/profil/spieler/351796
140;Kolew A.;PGE FKS Stal Mielec;https://www.transfermarkt.com/aleksandar-kolev/profil/spieler/239527
141;Prokić A.;PGE FKS Stal Mielec;https://www.transfermarkt.com/andreja-proki%C4%87/profil/spieler/188993
142;Mak M.;Wisła Kraków;https://www.transfermarkt.com/michal-mak/profil/spieler/143976
143;Stipica D.;Pogoń Szczecin;https://www.transfermarkt.com/dante-stipica/profil/spieler/86635
144;Mata L.;Pogoń Szczecin;https://www.transfermarkt.com/luis-mata/profil/spieler/258002
145;Triantafyllopoulos K.;Pogoń Szczecin;https://www.transfermarkt.com/konstantinos-triantafyllopoulos/profil/spieler/185691
146;Malec M.;Pogoń Szczecin;https://www.transfermarkt.com/mariusz-malec/profil/spieler/331871
147;Bartkowski J.;Pogoń Szczecin;https://www.transfermarkt.com/jakub-bartkowski/profil/spieler/130444
148;Dąbrowski D.;Pogoń Szczecin;https://www.transfermarkt.com/damian-dabrowski/profil/spieler/143118
149;Kowalczyk S.;Pogoń Szczecin;https://www.transfermarkt.com/sebastian-kowalczyk/profil/spieler/289168
150;Kurzawa R.;Pogoń Szczecin;https://www.transfermarkt.com/rafal-kurzawa/profil/spieler/191895
151;Kucharczyk M.;Pogoń Szczecin;https://www.transfermarkt.com/michal-kucharczyk/profil/spieler/116905
152;Drygas K.;Pogoń Szczecin;https://www.transfermarkt.com/kamil-drygas/profil/spieler/146067
153;Benedyczak  A.;Pogoń Szczecin;https://www.transfermarkt.co.id/adrian-benedyczak/profil/spieler/454386
154;Smoliński  K.;Pogoń Szczecin;https://www.transfermarkt.com/kacper-smolinski/profil/spieler/597231
155;Podstawski T.;Pogoń Szczecin;https://www.transfermarkt.com/tomas-podstawski/profil/spieler/182718
156;Zahović L.;Pogoń Szczecin;https://www.transfermarkt.com/luka-zahovic/profil/spieler/169362
157;Hostikka S.;Pogoń Szczecin;https://www.transfermarkt.com/santeri-hostikka/profil/spieler/418762
158;Fornalczyk  M.;Pogoń Szczecin;https://www.transfermarkt.com/mariusz-fornalczyk/profil/spieler/697468
159;Putnocky M.;Śląsk Wrocław;https://www.transfermarkt.com/matus-putnocky/profil/spieler/74921
160;Musonda L.;Śląsk Wrocław;https://www.transfermarkt.com/lubambo-musonda/profil/spieler/333859
161;Puerto I.;Śląsk Wrocław;https://www.transfermarkt.com/israel-puerto/profil/spieler/126748
162;Stiglec D.;Śląsk Wrocław;https://www.transfermarkt.com/dino-stiglec/profil/spieler/100591
163;Tamas M.;Śląsk Wrocław;https://www.transfermarkt.com/mark-tamas/profil/spieler/260073
164;Żivulić D.;Śląsk Wrocław;https://www.transfermarkt.com/diego-zivulic/profil/spieler/148545
165;Marković F.;Śląsk Wrocław;https://www.transfermarkt.com/filip-markovic/profil/spieler/161356
166;Płacheta  P.;Śląsk Wrocław;https://www.transfermarkt.com/przemyslaw-placheta/profil/spieler/383109
167;Exposito E.;Śląsk Wrocław;https://www.transfermarkt.com/erik-exposito/profil/spieler/483461
168;Bergier  S.;Śląsk Wrocław;https://www.transfermarkt.com/sebastian-bergier/profil/spieler/384337
169;Dankowski K.;Śląsk Wrocław;https://www.transfermarkt.com/kamil-dankowski/profil/spieler/255085
170;Gąska D.;Śląsk Wrocław;https://www.transfermarkt.com/damian-gaska/profil/spieler/354821
171;Matynia H.;Pogoń Szczecin;https://www.transfermarkt.co.uk/hubert-matynia/profil/spieler/330686
172;Zech B.;Pogoń Szczecin;https://www.transfermarkt.com/benedikt-zech/profil/spieler/83616
173;Kowalczyk  S.;Pogoń Szczecin;https://www.transfermarkt.com/sebastian-kowalczyk/profil/spieler/289168
174;Listkowski  M.;Pogoń Szczecin;https://www.transfermarkt.com/marcin-listkowski/profil/spieler/291276
175;Frączczak A.;Pogoń Szczecin;https://www.transfermarkt.com/wojciech-fr%C4%85czczak/profil/spieler/356750
176;Turski  H.;Pogoń Szczecin;https://www.transfermarkt.com/hubert-turski/profil/spieler/569593
177;Żurawski  M.;Pogoń Szczecin;https://www.transfermarkt.com/maciej-zurawski/profil/spieler/454388
178;Burić J.;Lech Poznań;https://www.transfermarkt.com/jasmin-buric/profil/spieler/28308
179;Vujadinović N.;Lech Poznań;https://www.transfermarkt.com/nikola-vujadinovic/profil/spieler/58474
180;Tomasik P.;Wisła Płock;https://www.transfermarkt.com/piotr-tomasik/profil/spieler/84918
181;Rogne T.;Lech Poznań;https://www.transfermarkt.com/thomas-rogne/profil/spieler/62086
182;Gumny R.;Lech Poznań;https://www.transfermarkt.com/robert-gumny/profil/spieler/353826
183;Amaral J.;Lech Poznań;https://www.transfermarkt.com/joao-amaral/profil/spieler/352898
184;Tiba P.;Lech Poznań;https://www.transfermarkt.com/pedro-tiba/profil/spieler/167165
185;Makuszewski M.;Lech Poznań;https://www.transfermarkt.com/maciej-makuszewski/profil/spieler/153033
186;Gajos M.;Lech Poznań;https://www.transfermarkt.com/maciej-gajos/profil/spieler/236891
187;Jevtić D.;Lech Poznań;https://www.transfermarkt.com/darko-jevtic/profil/spieler/159718
188;Gytkjaer C.;Lech Poznań;https://www.transfermarkt.com/christian-gytkjaer/profil/spieler/76274
189;Klupś T.;Lech Poznań;https://www.transfermarkt.com/tymoteusz-klups/profil/spieler/358873
190;Trałka Ł.;Lech Poznań;https://www.transfermarkt.com/lukasz-tralka/profil/spieler/29538
191;Zhamaletdinov T.;Lech Poznań;https://www.transfermarkt.com/timur-zhamaletdinov/profil/spieler/315557
192;Chudy M.;Górnik Zabrze;https://www.transfermarkt.com/martin-chudy/profil/spieler/80732
193;Gryszkiewicz A.;Górnik Zabrze;https://www.transfermarkt.com/adrian-gryszkiewicz/profil/spieler/388944
194;Sekulić B.;Górnik Zabrze;https://www.transfermarkt.com/boris-sekulic/profil/spieler/217709
195;Wiśniewski P.;Górnik Zabrze;https://www.transfermarkt.com/przemyslaw-wisniewski/profil/spieler/386967
196;Suarez D.;Górnik Zabrze;https://www.transfermarkt.com/dani-suarez/profil/spieler/161255
197;Mystakidis I.;Górnik Zabrze;https://www.transfermarkt.com/giannis-mystakidis/profil/spieler/181339
198;Matras M.;PGE FKS Stal Mielec;https://www.transfermarkt.com/mateusz-matras/profil/spieler/153992
199;Gvilia V.;Górnik Zabrze;https://www.transfermarkt.com/valeriane-gvilia/profil/spieler/335191
200;Żurkowski S.;Górnik Zabrze;https://www.transfermarkt.com/szymon-zurkowski/profil/spieler/387234
201;Jimenez J.;Górnik Zabrze;https://www.transfermarkt.com/jesus-jimenez/profil/spieler/510545
202;Angulo I.;Górnik Zabrze;https://www.transfermarkt.com/igor-angulo/profil/spieler/29115
203;Matuszek S.;Górnik Zabrze;https://www.transfermarkt.com/szymon-matuszek/profil/spieler/46590
204;Zapolnik K.;Górnik Zabrze;https://www.transfermarkt.com/kamil-zapolnik/profil/spieler/281246
205;Arnarson A.;Górnik Zabrze;https://www.transfermarkt.com/adam-orn-arnarson/profil/spieler/198178
206;Kołba M.;ŁKS Łódź;https://www.transfermarkt.com/michal-kolba/profil/spieler/260259
207;Grzesik J.;ŁKS Łódź;https://www.transfermarkt.com/jan-grzesik/profil/spieler/264278
208;Juraszek K.;ŁKS Łódź;https://www.transfermarkt.com/kamil-juraszek/profil/spieler/239257
209;Sobociński J.;ŁKS Łódź;https://www.transfermarkt.com/jan-sobocinski/profil/spieler/320747
210;Bogusz A.;ŁKS Łódź;https://www.transfermarkt.com/artur-bogusz/profil/spieler/260224
211;Bryła P.;ŁKS Łódź;https://www.transfermarkt.com/patryk-bryla/profil/spieler/144719
212;Piątek Ł.;ŁKS Łódź;https://www.transfermarkt.com/lukasz-piatek/profil/spieler/33432
213;Kalinkowski B.;ŁKS Łódź;https://www.transfermarkt.com/bartlomiej-kalinkowski/profil/spieler/254390
214;Guimaraes R.;ŁKS Łódź;No link found
215;Ramirez D.;ŁKS Łódź;https://www.transfermarkt.com/dani-ramirez/profil/spieler/246309
216;Sekulski Ł.;ŁKS Łódź;https://www.transfermarkt.com/lukasz-sekulski/profil/spieler/80769
217;Pirulo;ŁKS Łódź;https://www.transfermarkt.com/pirulo/profil/spieler/216424
218;Wolski M.;ŁKS Łódź;https://www.transfermarkt.com/maciej-wolski/profil/spieler/384664
219;Łuczak W.;ŁKS Łódź;https://www.transfermarkt.com/wojciech-luczak/profil/spieler/74682
220;Astiz I.;Legia Warszawa;https://www.transfermarkt.com/inaki-astiz/profil/spieler/52161
221;Stolarski P.;Legia Warszawa;https://www.transfermarkt.com/pawel-stolarski/profil/spieler/235862
222;Agra S.;Legia Warszawa;https://www.transfermarkt.com/salvador-agra/profil/spieler/155395
223;Jodłowiec T.;Piast Gliwice;https://www.transfermarkt.com/tomasz-jodlowiec/profil/spieler/27261
224;Nagy D.;Legia Warszawa;https://www.transfermarkt.com/dominik-nagy/profil/spieler/200651
225;Gvilia V.;Górnik Zabrze;https://www.transfermarkt.com/valeriane-gvilia/profil/spieler/335191
226;Rocha L.;Legia Warszawa;https://www.transfermarkt.com/luis-rocha/profil/spieler/235639
227;Holec D.;Raków Częstochowa;https://www.transfermarkt.com/dominik-holec/profil/spieler/181611
228;Arsenić Z.;Raków Częstochowa;https://www.transfermarkt.com/zoran-arsenic/profil/spieler/280312
229;Niewulis A.;Raków Częstochowa;https://www.transfermarkt.com/andrzej-niewulis/profil/spieler/101070
230;Piątkowski  K.;Raków Częstochowa;https://www.transfermarkt.com/kamil-piatkowski/profil/spieler/345449
231;Kun P.;Raków Częstochowa;https://www.transfermarkt.com/patryk-kun/profil/spieler/252608
232;Cebula M.;Korona Kielce;https://www.transfermarkt.com/marcin-cebula/profil/spieler/239215
233;Tijanić D.;Raków Częstochowa;https://www.transfermarkt.com/david-tijanic/profil/spieler/351792
234;Lopez I.;Raków Częstochowa;https://www.transfermarkt.com/ivi-lopez/profil/spieler/282371
235;Tudor F.;Raków Częstochowa;https://www.transfermarkt.com/fran-tudor/profil/spieler/343158
236;Poletanović M.;Raków Częstochowa;https://www.transfermarkt.com/marko-poletanovic/profil/spieler/168957
237;Gutkovskis V.;Raków Częstochowa;https://www.transfermarkt.com/vladislavs-gutkovskis/profil/spieler/192710
238;Wdowiak M.;Raków Częstochowa;https://www.transfermarkt.com/mateusz-wdowiak/profil/spieler/295495
239;Szelągowski  D.;Korona Kielce;https://www.transfermarkt.com/daniel-szelagowski/profil/spieler/566350
240;Schwarz P.;Raków Częstochowa;https://www.transfermarkt.com/petr-schwarz/profil/spieler/208591
241;Arak J.;Raków Częstochowa;https://www.transfermarkt.com/jakub-arak/profil/spieler/241826
242;Mokwa T.;Piast Gliwice;https://www.transfermarkt.com/tomasz-mokwa/profil/spieler/266250
243;Alves T.;Piast Gliwice;https://www.transfermarkt.com/tiago-alves/profil/spieler/451857
244;Żynel B.;Wisła Płock;https://www.transfermarkt.com/bartlomiej-zynel/profil/spieler/289172
245;Łasicki I.;Wisła Płock;https://www.transfermarkt.com/igor-lasicki/profil/spieler/225874
246;Cabezali A.;Wisła Płock;No link found
247;McGing J.;Wisła Płock;https://www.transfermarkt.com/jake-mcging/profil/spieler/355721
248;Furman D.;Wisła Płock;https://www.transfermarkt.com/dominik-furman/profil/spieler/74687
249;Borysiuk A.;Wisła Płock;https://www.transfermarkt.com/ariel-borysiuk/profil/spieler/53719
250;Stevanović A.;Wisła Płock;https://www.transfermarkt.com/alen-stevanovic/profil/spieler/124559
251;Zawada O.;Wisła Płock;https://www.transfermarkt.com/oskar-zawada/profil/spieler/232015
252;Ricardinho;Wisła Płock;https://www.transfermarkt.com/ricardinho/profil/spieler/106041
253;Merebashvili G.;Wisła Płock;https://www.transfermarkt.com/giorgi-merebashvili/profil/spieler/55978
254;Dźwigała A.;Wisła Płock;https://www.transfermarkt.com/adam-dzwigala/profil/spieler/236966
255;Bednarek F.;Lech Poznań;https://www.transfermarkt.com/filip-bednarek/profil/spieler/155158
256;Butko B.;Lech Poznań;https://www.transfermarkt.com/bogdan-butko/profil/spieler/94922
257;Dejewski T.;Lech Poznań;https://www.transfermarkt.com/tomasz-dejewski/profil/spieler/291343
258;Satka L.;Lech Poznań;https://www.transfermarkt.com/lubomir-satka/profil/spieler/168408
259;Kraweć W.;Lech Poznań;No link found
260;Moder  J.;Lech Poznań;https://www.transfermarkt.my/jakub-moder/profil/spieler/384461
261;Ramirez D.;ŁKS Łódź;https://www.transfermarkt.com/dani-ramirez/profil/spieler/246309
262;Kamiński  J.;Lech Poznań;https://www.transfermarkt.com/jakub-kaminski/profil/spieler/407098
263;Puchacz  T.;Lech Poznań;https://www.transfermarkt.com/tymoteusz-puchacz/profil/spieler/361575
264;Awwad M.;Lech Poznań;https://www.transfermarkt.com/mohammad-awwad/profil/spieler/460679
265;Czerwiński A.;Lech Poznań;https://www.transfermarkt.com/alan-czerwinski/profil/spieler/240756
266;Sobol  H.;Lech Poznań;https://www.transfermarkt.co.id/hubert-sobol/profil/spieler/433601
267;Marchwiński  F.;Lech Poznań;https://www.transfermarkt.com/filip-marchwinski/profil/spieler/555106
268;Szot  D.;Wisła Kraków;https://www.transfermarkt.com/dawid-szot/profil/spieler/545673
269;Mehremić A.;Wisła Kraków;https://www.transfermarkt.com/adi-mehremic/profil/spieler/192897
270;Savić S.;Wisła Kraków;https://www.transfermarkt.com/stefan-savic/profil/spieler/120192
271;Plewka  P.;Wisła Kraków;https://www.transfermarkt.com/patryk-plewka/profil/spieler/495237
272;Żukow G.;Wisła Kraków;https://www.transfermarkt.com/georgi-zhukov/profil/spieler/235755
273;Yeboah Y.;Wisła Kraków;https://www.transfermarkt.com/yaw-yeboah/profil/spieler/358985
