,Date,Match Details,club,Player Name,MinsPlayed,TotalDistance(m),TopSpeed(km/h),AvgSpeed(km/h),HighIntensityActivity,Sprints(> 25.20 km/h)Dist (m),HSR(19.81-25.20 km/h)Dist (m),Distance (m)14.41-19.80km/h,7.21-14.40km/h,0.73-7.20km/h,< 0.72km/h,PDF Name,Young Player,Sprints(> 25.20 km/h) No,HSR(19.81-25.20 km/h) No,Key,season,lastName,firstName,id,valeu,wages,contractexpires,Nationality,CA,PA
67,2021-02-28,Śląsk Wrocław 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,27:31,"3234,22","27,59","7,05",22,"36,35","257,31","628,44","1190,37","1107,54","14,21",12622_filter_live_1.pdf,False,3,19,2021-02-28 Śląsk Wrocław 2 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
68,2021-02-19,Wisła Kraków 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,63:31,"7970,73","29,76","7,53",57,"157,70","591,92","2089,28","2824,99","2229,33","77,51",12609_filter_live_1.pdf,False,11,46,2021-02-19 Wisła Kraków 2 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
69,2021-05-07,KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,17:40,"2252,93","28,43","7,65",11,"35,05","150,37","489,63","878,12","697,59","2,17",12705_filter_live_1.pdf,False,2,9,2021-05-07 KGHM Zagłębie Lubin 1 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
70,2020-08-30,Piast Gliwice 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,77:14,"8401,69","30,35","6,53",35,"80,58","541,69","1119,53","3193,86","3424,07","41,96",12462_filter_live_1.pdf,False,4,31,2020-08-30 Piast Gliwice 0 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
71,2020-12-07,Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,Pogoń Szczecin,Drygas K.,72:15,"8474,89","29,31","7,04",56,"108,41","755,34","1537,77","3058,53","3010,75","4,09",12541_filter_live_1.pdf,False,6,50,2020-12-07 Pogoń Szczecin 2 - 0 PGE FKS Stal Mielec,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
72,2021-03-07,Pogoń Szczecin 0 - 1 Lech Poznań,Pogoń Szczecin,Drygas K.,64:46,"8211,03","27,99","7,61",41,"51,24","521,50","1615,30","3639,84","2377,08","6,07",12630_filter_live_1.pdf,False,3,38,2021-03-07 Pogoń Szczecin 0 - 1 Lech Poznań,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
73,2021-03-19,Pogoń Szczecin 1 - 0 Lechia Gdańsk,Pogoń Szczecin,Drygas K.,23:14,"2875,56","27,41","7,42",15,"32,39","198,49","559,94","1236,29","795,09","53,36",12641_filter_live_1.pdf,False,3,12,2021-03-19 Pogoń Szczecin 1 - 0 Lechia Gdańsk,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
74,2021-01-29,Raków Częstochowa 0 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,83:23,"9641,94","33,16","6,94",42,"114,42","502,38","2020,58","3872,66","2989,09","142,81",12565_filter_live_1.pdf,False,4,38,2021-01-29 Raków Częstochowa 0 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
75,2020-12-19,Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,Pogoń Szczecin,Drygas K.,73:22,"8658,74","29,95","7,08",42,"137,95","502,92","1336,96","3548,04","3036,52","96,35",12558_filter_live_1.pdf,False,6,36,2020-12-19 Pogoń Szczecin 1 - 0 KGHM Zagłębie Lubin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
76,2021-04-16,Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,71:24,"6630,60","29,62","5,57",39,"114,73","508,80","1264,32","1991,00","2138,85","612,90",12672_filter_live_1.pdf,False,7,32,2021-04-16 Podbeskidzie Bielsko - Biała 0 - 2 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
77,2021-04-20,Pogoń Szczecin 1 - 0 Górnik Zabrze,Pogoń Szczecin,Drygas K.,15:50,"1964,39","27,95","7,44",16,"60,21","208,95","357,01","630,86","705,30","2,06",12680_filter_live_1.pdf,False,3,13,2021-04-20 Pogoń Szczecin 1 - 0 Górnik Zabrze,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
78,2020-12-16,Lech Poznań 0 - 4 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,85:18,"10277,87","27,60","7,23",53,"36,75","839,06","2089,59","3921,97","3348,76","41,74",12487_filter_live_1.pdf,False,4,49,2020-12-16 Lech Poznań 0 - 4 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
79,2020-12-12,Warta Poznań 1 - 2 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,84:09,"9956,60","30,08","7,10",46,"141,91","565,29","2146,92","3582,24","3337,06","183,18",12552_filter_live_1.pdf,False,7,39,2020-12-12 Warta Poznań 1 - 2 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
80,2021-02-13,Pogoń Szczecin 0 - 0 Piast Gliwice,Pogoń Szczecin,Drygas K.,82:56,"8897,86","26,80","6,44",37,"21,63","496,06","1771,55","3464,03","2948,99","195,60",12602_filter_live_1.pdf,False,1,36,2021-02-13 Pogoń Szczecin 0 - 0 Piast Gliwice,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
81,2020-07-05,Pogoń Szczecin 2 - 2 Jagiellonia Białystok,Pogoń Szczecin,Drygas K.,75:58,"8322,17","31,04","6,57",43,"193,65","533,98","1481,83","2993,70","2951,97","167,04",12422_filter_live_1.pdf,False,8,35,2020-07-05 Pogoń Szczecin 2 - 2 Jagiellonia Białystok,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
82,2021-05-01,Pogoń Szczecin 1 - 1 Warta Poznań,Pogoń Szczecin,Drygas K.,25:27,"2786,98","28,64","6,57",19,"43,66","227,12","563,33","903,77","993,60","55,50",12703_filter_live_1.pdf,False,3,16,2021-05-01 Pogoń Szczecin 1 - 1 Warta Poznań,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
83,2020-07-15,Pogoń Szczecin 1 - 0 Piast Gliwice,Pogoń Szczecin,Drygas K.,30:31,"3412,72","27,96","6,71",22,"50,68","341,87","646,02","1197,22","1113,88","63,05",12439_filter_live_1.pdf,False,2,20,2020-07-15 Pogoń Szczecin 1 - 0 Piast Gliwice,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
84,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Pogoń Szczecin,Drygas K.,28:33,"3430,86","28,26","7,21",24,"78,13","352,22","584,90","1396,19","1010,62","8,80",12508_filter_live_1.pdf,False,4,20,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
85,2021-04-03,Legia Warszawa 4 - 2 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,30:07,"3636,87","29,71","7,24",17,"38,24","224,11","837,38","1545,89","984,73","6,52",12650_filter_live_1.pdf,False,2,15,2021-04-03 Legia Warszawa 4 - 2 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
86,2020-09-19,Pogoń Szczecin 1 - 0 Śląsk Wrocław,Pogoń Szczecin,Drygas K.,29:26,"3229,78","28,01","6,58",17,"27,66","256,22","387,65","1187,88","1281,08","89,29",12478_filter_live_1.pdf,False,3,14,2020-09-19 Pogoń Szczecin 1 - 0 Śląsk Wrocław,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
87,2020-08-22,Cracovia 2 - 1 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,71:38,"7272,38","30,38","6,09",34,"120,80","407,91","1085,51","2467,39","3070,38","120,39",12450_filter_live_1.pdf,False,6,28,2020-08-22 Cracovia 2 - 1 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
88,2020-12-02,Wisła Płock 0 - 0 Pogoń Szczecin,Pogoń Szczecin,Drygas K.,66:17,"8247,87","30,62","7,47",41,"39,33","687,06","1654,72","3107,69","2723,90","35,17",12519_filter_live_1.pdf,False,1,40,2020-12-02 Wisła Płock 0 - 0 Pogoń Szczecin,2020/2021,Drygas,K.,96010344,€ 105.000,€ 2.600,2021-06-30,Poland,57,59
89,2021-03-13,Legia Warszawa 3 - 2 Warta Poznań,Legia Warszawa,Boruc A.,94:15,"4174,63","21,82","2,66",2,"0,00","18,04","39,25","414,05","3684,54","18,75",12636_filter_live_1.pdf,False,0,2,2021-03-13 Legia Warszawa 3 - 2 Warta Poznań,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
90,2021-02-06,Legia Warszawa 2 - 0 Raków Częstochowa,Legia Warszawa,Boruc A.,96:57,"4479,28","20,95","2,77",0,"0,00","0,00","34,49","594,91","3839,35","10,53",12596_filter_live_1.pdf,False,0,0,2021-02-06 Legia Warszawa 2 - 0 Raków Częstochowa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
91,2020-11-02,Warta Poznań 0 - 3 Legia Warszawa,Legia Warszawa,Boruc A.,45:10,"2202,71","23,85","2,93",0,"0,00","0,00","44,30","269,01","1883,66","5,74",12495_filter_live_1.pdf,False,0,0,2020-11-02 Warta Poznań 0 - 3 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
92,2021-01-31,Podbeskidzie Bielsko - Biała 1 - 0 Legia Warszawa,Legia Warszawa,Boruc A.,95:13,"4782,35","22,14","3,01",2,"0,00","14,78","90,55","755,56","3875,43","46,03",12564_filter_live_1.pdf,False,0,2,2021-01-31 Podbeskidzie Bielsko - Biała 1 - 0 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
93,2021-04-11,Lech Poznań 0 - 0 Legia Warszawa,Legia Warszawa,Boruc A.,94:15,"3861,18","18,74","2,46",0,"0,00","0,00","65,17","449,83","3325,18","21,00",12662_filter_live_1.pdf,False,0,0,2021-04-11 Lech Poznań 0 - 0 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
94,2020-09-11,Wisła Płock 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,95:59,"3744,27","18,48","2,34",0,"0,00","0,00","18,55","532,01","3153,63","40,08",12470_filter_live_1.pdf,False,0,0,2020-09-11 Wisła Płock 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
95,2020-12-18,Legia Warszawa 2 - 3 PGE FKS Stal Mielec,Legia Warszawa,Boruc A.,96:48,"4069,65","18,14","2,52",0,"0,00","0,00","41,56","493,19","3512,79","22,11",12556_filter_live_1.pdf,False,0,0,2020-12-18 Legia Warszawa 2 - 3 PGE FKS Stal Mielec,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
96,2020-09-19,Legia Warszawa 1 - 3 Górnik Zabrze,Legia Warszawa,Boruc A.,96:18,"4343,77","16,24","2,69",0,"0,00","0,00","17,36","637,85","3675,38","13,18",12475_filter_live_1.pdf,False,0,0,2020-09-19 Legia Warszawa 1 - 3 Górnik Zabrze,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
97,2020-10-21,Legia Warszawa 2 - 1 Śląsk Wrocław,Legia Warszawa,Boruc A.,95:26,"4477,25","22,13","2,81",0,"0,00","0,00","37,84","614,87","3786,27","26,92",12488_filter_live_1.pdf,False,0,0,2020-10-21 Legia Warszawa 2 - 1 Śląsk Wrocław,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
98,2021-03-21,KGHM Zagłębie Lubin 0 - 4 Legia Warszawa,Legia Warszawa,Boruc A.,93:07,"4096,76","21,75","2,64",0,"0,00","0,00","22,55","578,39","3468,37","19,79",12647_filter_live_1.pdf,False,0,0,2021-03-21 KGHM Zagłębie Lubin 0 - 4 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
99,2021-02-27,Górnik Zabrze 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,101:24,"4523,43","18,99","2,68",0,"0,00","0,00","26,19","678,42","3782,99","35,83",12620_filter_live_1.pdf,False,0,0,2021-02-27 Górnik Zabrze 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
100,2020-11-08,Legia Warszawa 2 - 1 Lech Poznań,Legia Warszawa,Boruc A.,94:43,"4526,70","20,75","2,87",0,"0,00","0,00","85,52","823,99","3604,96","12,23",12516_filter_live_1.pdf,False,0,0,2020-11-08 Legia Warszawa 2 - 1 Lech Poznań,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
101,2021-04-21,Piast Gliwice 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,93:16,"3869,33","19,70","2,49",0,"0,00","0,00","67,07","492,97","3294,23","15,06",12687_filter_live_1.pdf,False,0,0,2021-04-21 Piast Gliwice 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
102,2020-10-18,Legia Warszawa 2 - 1 KGHM Zagłębie Lubin,Legia Warszawa,Boruc A.,93:11,"4101,04","20,51","2,64",0,"0,00","0,00","106,42","415,50","3559,37","19,75",12501_filter_live_1.pdf,False,0,0,2020-10-18 Legia Warszawa 2 - 1 KGHM Zagłębie Lubin,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
103,2020-12-12,Wisła Kraków 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,95:15,"4255,13","20,29","2,68",0,"0,00","0,00","64,62","652,02","3501,19","37,30",12551_filter_live_1.pdf,False,0,0,2020-12-12 Wisła Kraków 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
104,2020-08-29,Legia Warszawa 1 - 2 Jagiellonia Białystok,Legia Warszawa,Boruc A.,100:50,"3617,49","22,95","2,15",0,"0,00","0,00","58,40","497,94","2340,92","713,39",12461_filter_live_1.pdf,False,0,0,2020-08-29 Legia Warszawa 1 - 2 Jagiellonia Białystok,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
105,2020-11-29,Legia Warszawa 2 - 2 Piast Gliwice,Legia Warszawa,Boruc A.,97:13,"3988,99","19,09","2,46",0,"0,00","0,00","28,82","508,91","3436,19","15,07",12531_filter_live_1.pdf,False,0,0,2020-11-29 Legia Warszawa 2 - 2 Piast Gliwice,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
106,2020-12-05,Legia Warszawa 2 - 0 Lechia Gdańsk,Legia Warszawa,Boruc A.,96:39,"3976,31","23,38","2,47",0,"0,00","0,00","60,21","555,71","3334,00","14,48",12539_filter_live_1.pdf,False,0,0,2020-12-05 Legia Warszawa 2 - 0 Lechia Gdańsk,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
107,2021-04-25,Lechia Gdańsk 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,96:52,"4143,62","20,38","2,57",0,"0,00","0,00","62,59","571,17","3482,38","27,48",12695_filter_live_1.pdf,False,0,0,2021-04-25 Lechia Gdańsk 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
108,2021-03-07,Śląsk Wrocław 0 - 1 Legia Warszawa,Legia Warszawa,Boruc A.,97:30,"4251,43","20,25","2,61",0,"0,00","0,00","61,35","380,66","3772,87","36,55",12624_filter_live_1.pdf,False,0,0,2021-03-07 Śląsk Wrocław 0 - 1 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
109,2021-04-18,Legia Warszawa 0 - 0 Cracovia,Legia Warszawa,Boruc A.,95:14,"3729,17","24,00","2,35",3,"0,00","41,32","110,79","598,13","2931,80","47,13",12679_filter_live_1.pdf,False,0,3,2021-04-18 Legia Warszawa 0 - 0 Cracovia,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
110,2020-10-24,Pogoń Szczecin 0 - 0 Legia Warszawa,Legia Warszawa,Boruc A.,98:30,"4553,94","23,08","2,77",0,"0,00","0,00","78,58","652,33","3775,50","35,61",12508_filter_live_1.pdf,False,0,0,2020-10-24 Pogoń Szczecin 0 - 0 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
111,2020-08-22,Raków Częstochowa 1 - 2 Legia Warszawa,Legia Warszawa,Boruc A.,99:08,"4205,41","25,32","2,55",3,"0,00","34,03","60,73","701,40","3302,12","107,13",12452_filter_live_1.pdf,False,0,3,2020-08-22 Raków Częstochowa 1 - 2 Legia Warszawa,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
112,2021-04-03,Legia Warszawa 4 - 2 Pogoń Szczecin,Legia Warszawa,Boruc A.,95:19,"3896,66","21,87","2,45",0,"0,00","0,00","69,21","374,33","3431,34","21,78",12650_filter_live_1.pdf,False,0,0,2021-04-03 Legia Warszawa 4 - 2 Pogoń Szczecin,2020/2021,Boruc,A.,713854,€ 26.000,€ 4.500,2021-06-30,Poland,61,70
113,2020-08-23,Warta Poznań 0 - 1 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,89:15,"10046,93","30,17","6,75",51,"97,68","745,41","1658,17","3362,77","3945,39","237,51",12454_filter_live_1.pdf,False,5,46,2020-08-23 Warta Poznań 0 - 1 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
114,2020-12-14,Lechia Gdańsk 0 - 1 Wisła Płock,Lechia Gdańsk,Gajos M.,71:38,"8516,90","27,51","7,13",47,"52,03","648,84","1645,21","3249,09","2895,91","25,82",12547_filter_live_1.pdf,False,5,42,2020-12-14 Lechia Gdańsk 0 - 1 Wisła Płock,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
115,2021-02-05,Lechia Gdańsk 1 - 1 Warta Poznań,Lechia Gdańsk,Gajos M.,95:22,"10913,45","29,87","6,87",70,"92,27","869,48","1886,24","4044,48","3996,53","24,45",12592_filter_live_1.pdf,False,4,66,2021-02-05 Lechia Gdańsk 1 - 1 Warta Poznań,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
116,2021-03-06,Podbeskidzie Bielsko - Biała 2 - 2 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,78:49,"8914,22","30,99","6,79",41,"74,60","535,88","1748,94","3080,48","3356,81","117,51",12626_filter_live_1.pdf,False,3,38,2021-03-06 Podbeskidzie Bielsko - Biała 2 - 2 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
117,2020-10-28,Wisła Kraków 1 - 3 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,11:10,"1323,57","29,29","7,12",9,"36,93","91,36","252,47","487,48","455,33","0,00",12494_filter_live_1.pdf,False,2,7,2020-10-28 Wisła Kraków 1 - 3 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
118,2021-04-17,Lechia Gdańsk 2 - 2 Piast Gliwice,Lechia Gdańsk,Gajos M.,65:26,"7589,67","26,97","6,96",34,"54,76","456,28","1539,81","2810,01","2697,12","31,69",12674_filter_live_1.pdf,False,3,31,2021-04-17 Lechia Gdańsk 2 - 2 Piast Gliwice,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
119,2021-04-10,Śląsk Wrocław 1 - 1 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,32:25,"4099,52","30,22","7,59",22,"88,87","335,51","898,75","1395,64","1377,68","3,07",12660_filter_live_1.pdf,False,5,17,2021-04-10 Śląsk Wrocław 1 - 1 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
120,2020-12-19,Cracovia 0 - 3 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,96:38,"425,04","28,40","0,26",3,"9,45","32,54","24,61","169,78","71,62","117,04",12553_filter_live_1.pdf,False,1,2,2020-12-19 Cracovia 0 - 3 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
121,2021-02-27,PGE FKS Stal Mielec 0 - 1 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,91:04,"9975,51","34,14","6,57",51,"160,59","575,65","1804,72","3353,42","3919,16","161,97",12618_filter_live_1.pdf,False,6,45,2021-02-27 PGE FKS Stal Mielec 0 - 1 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
122,2020-09-13,Górnik Zabrze 3 - 0 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,95:35,"10667,18","31,68","6,70",49,"116,77","746,75","2120,95","3646,55","3635,65","400,51",12466_filter_live_1.pdf,False,4,45,2020-09-13 Górnik Zabrze 3 - 0 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
123,2020-09-19,Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec,Lechia Gdańsk,Gajos M.,4:08,"579,57","28,77","8,42",6,"37,77","42,66","128,33","239,38","131,43","0,00",12474_filter_live_1.pdf,False,2,4,2020-09-19 Lechia Gdańsk 4 - 2 PGE FKS Stal Mielec,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
124,2020-07-12,Lech Poznań 3 - 2 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,29:14,"3560,87","26,54","7,31",18,"9,14","306,79","791,08","1306,97","1142,86","4,03",12432_filter_live_1.pdf,False,1,17,2020-07-12 Lech Poznań 3 - 2 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
125,2021-02-20,Lechia Gdańsk 2 - 0 Górnik Zabrze,Lechia Gdańsk,Gajos M.,96:42,"10817,04","28,95","6,71",59,"60,30","922,10","1969,64","3716,96","4088,86","59,18",12612_filter_live_1.pdf,False,3,56,2021-02-20 Lechia Gdańsk 2 - 0 Górnik Zabrze,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
126,2021-05-08,Lechia Gdańsk 1 - 1 Cracovia,Lechia Gdańsk,Gajos M.,83:53,"9505,69","30,35","6,80",55,"131,47","765,68","1972,88","3183,40","3407,82","44,44",12706_filter_live_1.pdf,False,6,49,2021-05-08 Lechia Gdańsk 1 - 1 Cracovia,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
127,2021-03-19,Pogoń Szczecin 1 - 0 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,94:22,"11784,21","28,91","7,49",59,"63,16","826,72","2425,74","4610,03","3854,49","4,07",12641_filter_live_1.pdf,False,6,53,2021-03-19 Pogoń Szczecin 1 - 0 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
128,2021-04-30,Wisła Płock 1 - 3 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,98:10,"10672,27","30,19","6,52",58,"228,24","713,38","1807,77","3766,41","4022,07","134,40",12701_filter_live_1.pdf,False,9,49,2021-04-30 Wisła Płock 1 - 3 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
129,2020-09-26,Lechia Gdańsk 4 - 0 Podbeskidzie Bielsko - Biała,Lechia Gdańsk,Gajos M.,78:35,"9220,76","27,75","7,04",50,"89,17","574,92","1896,12","3289,21","3311,50","59,84",12484_filter_live_1.pdf,False,7,43,2020-09-26 Lechia Gdańsk 4 - 0 Podbeskidzie Bielsko - Biała,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
130,2020-07-15,Lechia Gdańsk 0 - 0 Legia Warszawa,Lechia Gdańsk,Gajos M.,93:42,"10694,56","27,84","6,85",51,"48,77","672,68","2169,55","3805,80","3916,33","81,43",12437_filter_live_1.pdf,False,3,48,2020-07-15 Lechia Gdańsk 0 - 0 Legia Warszawa,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
131,2021-01-30,Lechia Gdańsk 0 - 2 Jagiellonia Białystok,Lechia Gdańsk,Gajos M.,77:35,"9248,12","28,48","7,15",56,"121,09","650,86","1869,26","3552,57","3042,41","11,93",12563_filter_live_1.pdf,False,7,49,2021-01-30 Lechia Gdańsk 0 - 2 Jagiellonia Białystok,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
132,2021-03-13,Lechia Gdańsk 2 - 0 Wisła Kraków,Lechia Gdańsk,Gajos M.,93:56,"10871,93","31,21","6,94",60,"160,34","725,73","2057,44","3733,36","4164,75","30,31",12635_filter_live_1.pdf,False,11,49,2021-03-13 Lechia Gdańsk 2 - 0 Wisła Kraków,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
133,2020-11-23,Piast Gliwice 2 - 0 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,33:29,"3853,99","31,52","6,91",20,"49,19","274,10","665,65","1449,12","1391,97","23,96",12525_filter_live_1.pdf,False,3,17,2020-11-23 Piast Gliwice 2 - 0 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
134,2020-12-05,Legia Warszawa 2 - 0 Lechia Gdańsk,Lechia Gdańsk,Gajos M.,20:18,"2166,10","29,53","6,40",12,"43,28","128,82","426,42","759,04","807,43","1,11",12539_filter_live_1.pdf,False,1,11,2020-12-05 Legia Warszawa 2 - 0 Lechia Gdańsk,2020/2021,Gajos,M.,96002753,€ 130.000,€ 2.700,2022-06-30,Poland,54,59
